Name,Location,Description,Accelerator,Batch,Status
MeruHealth,"SanMateo,CA,USA",An online provider for greater mental health,Y Combinator,S18,
Kunduz,"stanbul,Turkey",Kunduz provides instant answers to students' questions and makes…,Y Combinator,S18,
Aesthetic,"NewYork,NY,USA",The no-code platform for #NFT communities,Y Combinator,S18,
Kinside,"SanFrancisco,CA,USA",Child care employee benefits,Y Combinator,S18,
GerostateAlpha,"Novato,CA,USA",Developing novel therapeutics for aging and chronic disease,Y Combinator,S18,
Circumvent,Unkown,Utilizing monogenic disorders to inform and solve highly complex…,Y Combinator,S18,
RejuvenationTechnologiesInc.,"MountainView,CA,USA",We extend telomeres to extend the human health span,Y Combinator,S18,
Doriantherapeutics,"SanCarlos,CA,USA",New therapeutics to rejuvenate cells,Y Combinator,S18,
iLabService,"Shanghai,China",Monitoring & Analytics for Lab Services,Y Combinator,S18,
LemonBox,"Beijing,China",Customized daily vitamin packs for consumers in China.,Y Combinator,S18,
Enveritas,"NewYork,NY,USA",We verify global supply chains for issues like child slavery and…,Y Combinator,S18,
SPATE,"NewYork,NY,USA",Trends prediction for marketers,Y Combinator,S18,
Oxygen,"SanFrancisco,CA,USA",Oxygen is banking and lending for the gig-economy. We use AI to…,Y Combinator,S18,
"MarkCubanCostPlusDrugCompany,PBC",Unkown,Making low cost versions of high cost generic drugs.,Y Combinator,S18,
AnnieCannons,"Oakland,CA,USA",Creating a World Without Abuse,Y Combinator,S18,
LeenaAI,"NewDelhi,Delhi,India",We at Leena AI build a virtual assistant that answers employee's HR…,Y Combinator,S18,
dNovo,"SanJose,CA,USA",The cure for hair loss.,Y Combinator,S18,
SynkrinoBiotherapeutics,"Oakland,CA,USA",Synkrino Bio's AIDE Engine discovers and develops novel drug targets…,Y Combinator,S18,
Mutiny,"SanFrancisco,CA,USA","Mutiny is building a Growth-as-a-Service platform, to automate away…",Y Combinator,S18,
Grin,"MexicoCity,CDMX,Mexico",Mobility and payments platform for Latin America,Y Combinator,S18,
Cowrywise,"Lagos,Nigeria",Digitizing wealth management in Africa,Y Combinator,S18,
Helicarrier(prevBuycoins),"Lagos,Nigeria",Cryptocurrency infrastructure for Africa.,Y Combinator,S18,
Kobo360,"Oworonshoki,Nigeria","With Kobo's platform, companies now have easy access to a large pool…",Y Combinator,S18,
Goodly,"SanFrancisco,CA,USA",Student loan repayment as an employee benefit.  ,Y Combinator,S18,
BrainHi,"SanJuan,PuertoRico",Automated receptionist that answers missed calls for local businesses ,Y Combinator,S18,
FourGrowers,"Pittsburgh,PA,USA",Robotic Harvesting and Analytics; enabling food to be grown anywhere,Y Combinator,S18,
SkydropX,"Monterrey,NuevoLeon,Mexico",Logistic Management System for E-commerce & Retail in Mexico. ,Y Combinator,S18,
EvaCenter,"MexicoCity,CDMX,Mexico",Digital platforms that enable an outstanding patient experience ,Y Combinator,S18,
Nova,"SanFrancisco,CA,USA",Zero Friction Investor Onboarding,Y Combinator,S18,
Nestor,"SanJose,CA,USA",The People Intelligence Platform for developing and retaining talent.,Y Combinator,S18,
ZiffyHomes,"Gurugram,Haryana,India",ZiffyHomes is managed corporate housing for white collar employees in…,Y Combinator,S18,
BotMD,Singapore,AI Clinical Assistant for Doctors,Y Combinator,S18,
Names&Faces,"PaloAlto,CA,USA","Technology to create fast, visual indexes of people and organizations.",Y Combinator,S18,
Tenderd,Dubai-UnitedArabEmirates,Global Operating System for managing heavy equipment and vehicles,Y Combinator,S18,
Calii,"Monterrey,NuevoLeon,Mexico",Building the future of grocery shopping in LatAm,Y Combinator,S18,
Prodigal,"MountainView,CA,USA",Lending Intelligence Software,Y Combinator,S18,
TheSupplantCompany,"Cambridge,UK",A brand-new blend of sugars – made from plant fiber!,Y Combinator,S18,
CoralGenomics,"SanFrancisco,CA,USA",New clinical tests for managing autoimmune treatments.,Y Combinator,S18,
CanaryTechnologies,"SanFrancisco,CA,USA",Modernizing the hospitality tech stack. ,Y Combinator,S18,
MentalHappy,"SanFrancisco,CA,USA",Peer Support Therapy App ,Y Combinator,S18,
hypcloud,"Berlin,Germany",A tech-enabled commercial mortgage broker. hypcloud allows property…,Y Combinator,S18,
MolecularReality,"SanFrancisco,CA,USA",Biology is Just Beginning™.,Y Combinator,S18,
AlphaVantage,"Boston,MA,USA",We build accessible and easy to use APIs for financial market data.,Y Combinator,S18,
BlueCargo,"LosAngeles,CA,USA",BlueCargo builds software for trucking companies to optimize their…,Y Combinator,S18,
Mytos,"London,UK",Mytos is fully automating human cell manufacture for pharma,Y Combinator,S18,
HappiLabs,"Chicago,IL,USA","Virtual Lab Managers for scientists and biotech, research Labs",Y Combinator,S18,
PineParkHealth,"Oakland,CA,USA",Pine Park Health opens doctor offices in assisted living facilities.,Y Combinator,S18,
CBTherapeutics,"SanDiego,CA,USA",Fermentation-derived natural products to solve health problems ,Y Combinator,S18,
RainNeuromorphics,"RedwoodCity,CA,USA",We build artificial intelligence processors inspired by the brain. ,Y Combinator,S18,
"DreamCraftEntertainment,Inc.","RedwoodCity,CA,USA",Platform that allows anyone to create and monetize video games.,Y Combinator,S18,
Ubits,"Bogotá,Bogota,Colombia",Effective reskilling and upskilling for employees in Latam,Y Combinator,S18,
PurplePlate,"SanFrancisco,CA,USA",We license brands for delivery and pick-up,Y Combinator,S18,
Quickchat,"Warsaw,Poland",AI Assistants that talk like a Human,Y Combinator,S18,
Regology,"PaloAlto,CA,USA",Regulatory compliance powered by AI,Y Combinator,S18,
Impactive(formerlyOutvote),"Boston,MA,USA",Political/civic tech helping progressive campaigns organize & mobilize,Y Combinator,S18,
Berbix,"SanFrancisco,CA,USA",Convert more verified users. Instantly & accurately validate user IDs.,Y Combinator,S18,
CorvusRobotics,"Boston,MA,USA",Autonomous drones to help warehouses scan inventory.,Y Combinator,S18,
Easol,"London,UK",The all-in-one platform to manage your entire experience business.,Y Combinator,S18,
Ixora,"PaloAlto,CA,USA",We create the digital outdoor environment for a movie. ,Y Combinator,S18,
TallPoppy,"SanFrancisco,CA,USA",Protecting your employees against online harassment,Y Combinator,S18,
PocketWorlds,"Austin,TX,USA",We build worlds.,Y Combinator,S18,
AnimaApp,"NewYork,NY,USA","Design to Code, Automated.",Y Combinator,S18,
Savvy,"SanFrancisco,CA,USA","Custom, embeddable user flows for your website or app",Y Combinator,S18,
Vimcal,"NewYork,NY,USA",Superhuman for Calendar,Y Combinator,S18,
PaladinDrones,"Houston,TX,USA",We deploy autonomous drones to 911 calls. Our software gives first…,Y Combinator,S18,
ClearGene,"SanCarlos,CA,USA","Better tests, from cancer to Covid",Y Combinator,S18,
RadixLabs,"Cambridge,MA,USA",Operating systems for biology labs,Y Combinator,S18,
Hepatx,"PaloAlto,CA,USA",Replacing organ transplant with an infusion,Y Combinator,S18,
TheGoodFoodInstitute,"Washington,DC,USA",Building a world where alternative proteins are no longer alternative.,Y Combinator,S18,
RebellyousFoods,"Seattle,WA,USA",Rebellyous Foods is a food manufacturing technology and production…,Y Combinator,S18,
SperoFoods,"Oakland,CA,USA",dairy reinvented from plants,Y Combinator,S18,
AskMyClass,"MenloPark,CA,USA",Audio learning assistant for teachers and students.,Y Combinator,S18,
Optic,"NewYork,NY,USA",Making APIs Developer-friendly ,Y Combinator,S18,
OpenPhone,"SanFrancisco,CA,USA",The new phone for business.,Y Combinator,S18,
CollegePulse,"SanFrancisco,CA,USA",Research and analytics company focused on college students.,Y Combinator,S18,
ApprenticeHealth,"Boston,MA,USA",We deploy sensors and software that increase hospital efficiency.,Y Combinator,S18,
Inscribe,"SanFrancisco,CA,USA",Risk Ops Automation,Y Combinator,S18,
DataDrivenBioscience,"Durham,NC,USA","Cancer Diagnosis 10X faster, 10X cheaper",Y Combinator,S18,
Activeloop,"MountainView,CA,USA",Cloud for AI.,Y Combinator,S18,
OpenWrench,"SanFrancisco,CA,USA",We help retailers and restaurant chains manage repairs and…,Y Combinator,S18,
Xkit,"SanFrancisco,CA,USA",Build your next SaaS integration in one day,Y Combinator,S18,
FREY,"MtHarwood,California92358,USA",FREY is a line of exceptional laundry and clothing care products.…,Y Combinator,S18,
Federacy,"SanFrancisco,CA,USA",Security testing and bug bounty platform.,Y Combinator,S18,
VerseMedical,"NewYork,NY,USA",Software platform for in-home healthcare,Y Combinator,S18,
Satchel,"SanFrancisco,CA,USA",NA,Y Combinator,S18,
Dinesafe,"NewYork,NY,USA",We crowdsource food safety reports & detect and prevent outbreaks.,Y Combinator,S18,
"numericcal,inc.","SanFrancisco,CA,USA",Distributed AI for Industrial Process Monitoring and Optimization.,Y Combinator,S18,
C16Biosciences,"NewYork,NY,USA",Bio-based palm oil alternatives,Y Combinator,S18,
Klarity,"SanFrancisco,CA,USA",Automated RevRec & Billing Contract Review for enterprise.,Y Combinator,S18,
RealtyBits,"PaloAlto,CA,USA",We tokenize real assets,Y Combinator,S18,
Phiar,"RedwoodCity,CA,USA",We are developing a revolutionary AI-powered augmented reality…,Y Combinator,S18,
Honeylove,"SanFrancisco,CA,USA",Honeylove makes undergarments and apparel for women that enhance body…,Y Combinator,S18,
Curebase,"SanFrancisco,CA,USA",Distributed clinical trials.,Y Combinator,S18,
AllotropeMedical,"Houston,TX,USA",Advancing surgical precision through safe electrical stimulation. ,Y Combinator,S18,
WarpdrivebySyntheticMinds,"SanFrancisco,CA,USA",From screen recordings to desktop automations using program synthesis,Y Combinator,S18,
HeyDoctor,"SanFrancisco,CA,USA","HeyDoctor provides online primary care (like refilling birth control,…",Y Combinator,S18,
CSPA,"SanFrancisco,CA,USA",The Computer Science Proficiency Assessment (CSPA™) is a…,Y Combinator,S18,
ScanwellHealth,"LosAngeles,CA,USA","Smartphone-enabled, at-home diagnostics",Y Combinator,S18,
OneGraph,"SanFrancisco,CA,USA",GraphQL API to connect all of the internet's APIs. Join us at Netlify!,Y Combinator,S18,
Demeanor.co,"LosAngeles,CA,USA",Now part of thentwrk.com,Y Combinator,S18,
Lowkey,"SanFrancisco,CA,USA","Capture, create, & share gaming moments (Acquired by Niantic!)",Y Combinator,S18,
PerceptionBiosystems,"PaloAlto,CA,USA",Democratizing gene therapy by reinventing its manufacturing and…,Y Combinator,S18,
FameGame,Unkown,Live and interactive TV shows for mobile - starting with American…,Y Combinator,S18,
BHRD,"Toronto,ON,Canada","BHRD (""Be Heard"") helps public companies communicate with investors.",Y Combinator,S18,
TheButtermilkCompany,"Seattle,WA,USA","Instant, fresh ethnic food that actually taste homemade. We're…",Y Combinator,S18,
LabelFlow,"Nantes,France",GitHub for visual data,Y Combinator,S18,
Grabb-It,"Milpitas,CA95035,USA",Grabb-It is a location based Dynamic Digital - OOH advertising…,Y Combinator,S18,
MedinasHealth,"SanFrancisco,CA,USA",Medinas helps hospitals manage their inventory and buy and sell their…,Y Combinator,S18,
INKHUNTER,"SanFrancisco,CA,USA",Augmented Reality mobile app to try and buy tattoos,Y Combinator,S18,
MylkGuys,"SanFrancisco,CA,USA",Amazon for Vegans,Y Combinator,S18,
ShopWith,"SanFrancisco,CA,USA",ShopWith is mobile QVC for GenZ.,Y Combinator,S18,
Inokyo,"SanFrancisco,CA,USA",We bring physical stores to the digital age with cashierless checkout.,Y Combinator,S18,
Contrast,"NewYork,NY,USA",Developer Handoff - Reimagined for Storybook,Y Combinator,S18,
PassengerAI,"Toronto,ON,Canada",Software for robotaxi operations.,Y Combinator,S18,
ExceptionALLY,"Atlanta,GA,USA",Affordable expertise for special needs parenting.,Y Combinator,S18,
UserHero,"SanFrancisco,CA,USA",A hub for all your user research.,Y Combinator,S18,
PentaMedical,"Waterloo,ON,Canada",Smart hardware for injury recovery.  ,Y Combinator,S18,
OpenSea,"NewYork,NY,USA",The world's largest NFT marketplace.,Y Combinator,W18,
Groww,"Bengaluru,Karnataka,India",Investing made simple for everyone in India.,Y Combinator,W18,
Veriff,"Tallinn,Estonia",Highly-automated online identity verification services,Y Combinator,W18,
Newfront,"SanFrancisco,CA,USA",Modern insurance brokerage.,Y Combinator,W18,
CoinTracker,"SanFrancisco,CA,USA",The gold standard in cryptocurrency portfolio tracking and taxes,Y Combinator,W18,
CaptivateIQ,"SanFrancisco,CA,USA",A no-code SaaS solution to manage and track sales commissions.,Y Combinator,W18,
ModernHealth,"SanFrancisco,CA,USA",A mental health benefits platform for employers.,Y Combinator,W18,
Replit,"SanFrancisco,CA,USA",Collaborative in-browser IDE ,Y Combinator,W18,
Substack,"SanFrancisco,CA,USA",A place for independent writing.,Y Combinator,W18,
Jasper,"Austin,TX,USA",Jasper is a leader in creating content using Artificial Intelligence,Y Combinator,W18,
Shogun,"PaloAlto,CA,USA",Shogun empowers brands to create exceptional ecommerce experience.,Y Combinator,W18,
Promise,"Oakland,CA,USA",A modern payment processing platform focused on government agencies.,Y Combinator,W18,
Vanta,"SanFrancisco,CA,USA",Automated security and compliance for startups.,Y Combinator,W18,
Snackpass,"SanFrancisco,CA,USA",Order ahead at restaurants and get rewards with friends.,Y Combinator,W18,
Observe.AI,"SanFrancisco,CA,USA",Contact center AI platform.,Y Combinator,W18,
CultureBiosciences,"SouthSanFrancisco,CA,USA",We grow cells for biotech companies.,Y Combinator,W18,
Sqreen,"SanFrancisco,CA,USA",Sqreen is the application security platform for the modern enterprise,Y Combinator,W18,
BearFlagRobotics,"Newark,CA94560,USA",Bear Flag Robotics is developing autonomous driving technology for…,Y Combinator,W18,
QuitGenius,"NewYork,NY,USA",The world's first digital clinic for addictions,Y Combinator,W18,
Aspire,Singapore,Finance OS for growing businesses,Y Combinator,W18,
MightyBuildings,"Oakland,CA,USA","3D printing beautiful, high-quality, and sustainable homes.",Y Combinator,W18,
Nuvocargo,"MexicoCity,CDMX,Mexico",Your all-in-one digital platform for trade across the Americas,Y Combinator,W18,
Swayable,"NewYork,NY,USA",Swayable predicts consumer opinion and the impact of content,Y Combinator,W18,
FidoCure®,"PaloAlto,CA,USA",FidoCure® is the leader in Precision Medicine for Canine Oncology.,Y Combinator,W18,
Aerones,"Riga,Latvia",Robotics for wind turbine maintenance.,Y Combinator,W18,
Super,"Surabaya,SurabayaCity,EastJava,Indonesia",Super is the first and leading Indonesian social commerce platform ,Y Combinator,W18,
Helloverify,"Noida,UttarPradesh,India",Helloverify is a background screening platform (Checkr for India). ,Y Combinator,W18,
Runa,"MexicoCity,CDMX,Mexico",Automating payroll for Latin America.,Y Combinator,W18,
ErudiFi,Singapore,Building the back-end of education in Southeast Asia,Y Combinator,W18,
VenaMedical,"Kitchener,ON,Canada",Vena Medical is providing physicians with the world's smallest camera…,Y Combinator,W18,
MindEmulationFoundation,Unkown,NA,Y Combinator,W18,
Anjuna,"PaloAlto,CA,USA",Anjuna enabled organizations to trust any infrastructure,Y Combinator,W18,
Tarjimly,"MountainView,CA,USA",Translating for Humanity,Y Combinator,W18,
Callisto,"SanFrancisco,CA,USA","We create tech to combat sexual assault, support survivors, and…",Y Combinator,W18,
JidoMaps,"Berkeley,CA,USA",Checkout in local stores using your phone,Y Combinator,W18,
Ben,"SanDiego,CA,USA","The easiest way to learn about, buy, and store cryptocurrency.",Y Combinator,W18,
Secured,"London,UK",Purchase sneakers before they sell out and make money reselling,Y Combinator,W18,
Swipehouse,"Cambridge,MA,USA",Meet other creators. Get daily matches. Find brand deals.,Y Combinator,W18,
ZBiotics,"SanFrancisco,CA,USA",ZBiotics makes genetically engineered probiotics.,Y Combinator,W18,
ArchForm,"Sunnyvale,CA,USA",Replacing orthodontic braces with our clear aligner and software,Y Combinator,W18,
AlgoSurgInc,"Mumbai,Maharashtra,India",We make software for surgeons to plan bone surgeries in 3D.,Y Combinator,W18,
MemoraHealth,"SanFrancisco,CA,USA",Digitize and Automate Complex Care Workflows,Y Combinator,W18,
OSIMple,"Kitchener,ON,Canada",Software for inspectors to automate their paper workflow. ,Y Combinator,W18,
YouTeam,"MountainView,CA,USA",Instantly add full-time engineers to your team,Y Combinator,W18,
OrangewoodLabs,"SanFrancisco,CA,USA",Orangewood Labs makes affordable robotic arms,Y Combinator,W18,
Mojo,"Paris,France",Create animated social stories,Y Combinator,W18,
